issuerName,issuerTicker,txType,tradeValue,reportingGap,Description,pubDate,filingDate,txDate,value,gender,firstName,lastName,party,owner,chamber,price,filingURL,comment
Caterpillar Inc,CAT:US,sell,1K–15K,14.0,John Curtis sold $8000 of Caterpillar Inc (CAT:US) on 2023-04-26. He filed the trade after 14 days.,2023-05-11T13:05:04Z,2023-05-10,2023-04-26,,male,John,Curtis,republican,joint,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022721.pdf,Subholding Of: Northwestern Mutual - Joint
CSX Corp,CSX:US,buy,1K–15K,14.0,John Curtis bought $8000 of CSX Corp (CSX:US) on 2023-04-26. He filed the trade after 14 days.,2023-05-11T13:05:04Z,2023-05-10,2023-04-26,,male,John,Curtis,republican,joint,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022721.pdf,Subholding Of: Northwestern Mutual - Joint
Edwards Lifesciences Corp,EW:US,buy,1K–15K,14.0,John Curtis bought $8000 of Edwards Lifesciences Corp (EW:US) on 2023-04-26. He filed the trade after 14 days.,2023-05-11T13:05:04Z,2023-05-10,2023-04-26,,male,John,Curtis,republican,joint,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022721.pdf,Subholding Of: Northwestern Mutual - Joint
Elevance Health Inc,ELV:US,buy,1K–15K,14.0,John Curtis bought $8000 of Elevance Health Inc (ELV:US) on 2023-04-26. He filed the trade after 14 days.,2023-05-11T13:05:04Z,2023-05-10,2023-04-26,,male,John,Curtis,republican,joint,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022721.pdf,Subholding Of: Northwestern Mutual - Joint
Mastercard Inc,MA:US,sell,1K–15K,14.0,John Curtis sold $8000 of Mastercard Inc (MA:US) on 2023-04-26. He filed the trade after 14 days.,2023-05-11T13:05:04Z,2023-05-10,2023-04-26,,male,John,Curtis,republican,joint,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022721.pdf,Subholding Of: Northwestern Mutual - Joint
Starbucks Corp,SBUX:US,sell,1K–15K,14.0,John Curtis sold $8000 of Starbucks Corp (SBUX:US) on 2023-04-26. He filed the trade after 14 days.,2023-05-11T13:05:04Z,2023-05-10,2023-04-26,,male,John,Curtis,republican,joint,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022721.pdf,Subholding Of: Northwestern Mutual - Joint
Visa Inc,V:US,sell,1K–15K,14.0,John Curtis sold $8000 of Visa Inc (V:US) on 2023-04-26. He filed the trade after 14 days.,2023-05-11T13:05:04Z,2023-05-10,2023-04-26,,male,John,Curtis,republican,joint,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022721.pdf,Subholding Of: Northwestern Mutual - Joint
AdaptHealth Corp,AHCO:US,sell,1K–15K,35.0,Kevin Hern sold $8000 of AdaptHealth Corp (AHCO:US) on 2023-04-06. He filed the trade after 35 days.,2023-05-11T13:05:05Z,2023-05-11,2023-04-06,,male,Kevin,Hern,republican,child,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022908.pdf,Subholding Of: Gabrielle Ashtyn Hern Trust Description: Sell to close
AdaptHealth Corp,AHCO:US,sell,1K–15K,35.0,Kevin Hern sold $8000 of AdaptHealth Corp (AHCO:US) on 2023-04-06. He filed the trade after 35 days.,2023-05-11T13:05:05Z,2023-05-11,2023-04-06,,male,Kevin,Hern,republican,child,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022908.pdf,Subholding Of: Kaden Everett Hern Trust Description: Sell to Close
FS ENERGY AND POWER FUND,FSEN:US,buy,1K–15K,28.0,Kevin Hern bought $8000 of FS ENERGY AND POWER FUND (FSEN:US) on 2023-04-13. He filed the trade after 28 days.,2023-05-11T13:05:05Z,2023-05-11,2023-04-13,,male,Kevin,Hern,republican,joint,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022908.pdf,Subholding Of: Hern Family Revocable Trust \u003e Brokerage Investment Account Description: Dividend Reinvestment
Inland Real Estate Income Trust Inc,INRE:US,buy,1K–15K,35.0,Kevin Hern bought $8000 of Inland Real Estate Income Trust Inc (INRE:US) on 2023-04-06. He filed the trade after 35 days.,2023-05-11T13:05:05Z,2023-05-11,2023-04-06,,male,Kevin,Hern,republican,joint,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022908.pdf,Subholding Of: Hern Family Revocable Trust \u003e Brokerage Investment Account Description: Dividend Reinvestment
BAY AREA TOLL AUTHORITY,,sell,250K–500K,37.0,Scott Peters sold $375000 of BAY AREA TOLL AUTHORITY on 2023-04-03. He filed the trade after 37 days.,2023-05-11T13:05:06Z,2023-05-10,2023-04-03,,male,Scott,Peters,democrat,spouse,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022900.pdf,
US TREASURY BILLS,,buy,500K–1M,16.0,Scott Peters bought $750000 of US TREASURY BILLS on 2023-04-24. He filed the trade after 16 days.,2023-05-11T13:05:06Z,2023-05-10,2023-04-24,,male,Scott,Peters,democrat,spouse,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022900.pdf,
US TREASURY BILLS,,buy,100K–250K,15.0,Scott Peters bought $175000 of US TREASURY BILLS on 2023-04-25. He filed the trade after 15 days.,2023-05-11T13:05:06Z,2023-05-10,2023-04-25,,male,Scott,Peters,democrat,spouse,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022900.pdf,
U.S. Bancorp,USB:US,buy,15K–50K,59.0,Mike Simpson bought $32500 of U.S. Bancorp (USB:US) on 2023-03-14. He filed the trade after 59 days.,2023-05-12T13:05:03Z,2023-05-12,2023-03-14,,male,Michael,Simpson,republican,not-disclosed,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20021081.pdf,Subholding Of: D.A. Davidson/Stifel Description: Money Market Fund - US Bancorp
AMETEK Inc,AME:US,buy,15K–50K,109.0,Jonathan Jackson bought $32500 of AMETEK Inc (AME:US) on 2023-01-23. He filed the trade after 109 days.,2023-05-15T13:05:03Z,2023-05-12,2023-01-23,,male,Jonathan,Jackson,democrat,joint,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022795.pdf,Subholding Of: Morgan Stanley Trust Account
DEERE \u0026 COMPANY,DE:US,buy,15K–50K,115.0,Jonathan Jackson bought $32500 of DEERE & COMPANY (DE:US) on 2023-01-17. He filed the trade after 115 days.,2023-05-15T13:05:03Z,2023-05-12,2023-01-17,,male,Jonathan,Jackson,democrat,joint,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022795.pdf,Subholding Of: Morgan Stanley Trust Account
NVIDIA Corporation,NVDA:US,buy,15K–50K,28.0,Jonathan Jackson bought $32500 of NVIDIA Corporation (NVDA:US) on 2023-04-14. He filed the trade after 28 days.,2023-05-15T13:05:03Z,2023-05-12,2023-04-14,,male,Jonathan,Jackson,democrat,joint,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022795.pdf,Subholding Of: Morgan Stanley Trust Account
Unitedhealth Group Inc,UNH:US,sell,15K–50K,73.0,Jonathan Jackson sold $32500 of Unitedhealth Group Inc (UNH:US) on 2023-02-28. He filed the trade after 73 days.,2023-05-15T13:05:03Z,2023-05-12,2023-02-28,,male,Jonathan,Jackson,democrat,joint,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022795.pdf,Subholding Of: Morgan Stanley Trust Account
Visa Inc,V:US,buy,15K–50K,122.0,Jonathan Jackson bought $32500 of Visa Inc (V:US) on 2023-01-10. He filed the trade after 122 days.,2023-05-15T13:05:03Z,2023-05-12,2023-01-10,,male,Jonathan,Jackson,democrat,joint,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022795.pdf,Subholding Of: Morgan Stanley Trust Account
Arthur J. Gallagher \u0026 Co,AJG:US,sell,15K–50K,22.0,Susie Lee sold $32500 of Arthur J. Gallagher & Co (AJG:US) on 2023-04-20. She filed the trade after 22 days.,2023-05-15T13:05:04Z,2023-05-12,2023-04-20,,female,Suzanne,Lee,democrat,joint,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022841.pdf,Subholding Of: DSL Living Trust \u003e Bank of New York Brokerage Account 340
Iqvia Holdings Inc,IQV:US,sell,1K–15K,22.0,Susie Lee sold $8000 of Iqvia Holdings Inc (IQV:US) on 2023-04-20. She filed the trade after 22 days.,2023-05-15T13:05:04Z,2023-05-12,2023-04-20,,female,Suzanne,Lee,democrat,joint,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022841.pdf,Subholding Of: DSL Living Trust \u003e Bank of New York Brokerage Account 340
LPL Financial Holdings Inc,LPLA:US,sell,15K–50K,22.0,Susie Lee sold $32500 of LPL Financial Holdings Inc (LPLA:US) on 2023-04-20. She filed the trade after 22 days.,2023-05-15T13:05:04Z,2023-05-12,2023-04-20,,female,Suzanne,Lee,democrat,joint,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022841.pdf,Subholding Of: DSL Living Trust \u003e Bank of New York Brokerage Account 340
Analog Devices Inc,ADI:US,buy,1K–15K,28.0,Jared Moskowitz bought $8000 of Analog Devices Inc (ADI:US) on 2023-04-14. He filed the trade after 28 days.,2023-05-15T13:05:05Z,2023-05-12,2023-04-14,,male,Jared,Moskowitz,democrat,not-disclosed,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022887.pdf,Subholding Of: Morgan Stanley Active Assets (1)
Kimberly-Clark Corp,KMB:US,sell,1K–15K,28.0,Jared Moskowitz sold $8000 of Kimberly-Clark Corp (KMB:US) on 2023-04-14. He filed the trade after 28 days.,2023-05-15T13:05:05Z,2023-05-12,2023-04-14,,male,Jared,Moskowitz,democrat,not-disclosed,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022887.pdf,Subholding Of: Morgan Stanley Active Assets (1)
Public Service Enterprise Group Inc,PEG:US,sell,1K–15K,28.0,Jared Moskowitz sold $8000 of Public Service Enterprise Group Inc (PEG:US) on 2023-04-14. He filed the trade after 28 days.,2023-05-15T13:05:05Z,2023-05-12,2023-04-14,,male,Jared,Moskowitz,democrat,not-disclosed,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022887.pdf,Subholding Of: Morgan Stanley Active Assets (1)
Roper Technologies Inc,ROP:US,buy,1K–15K,28.0,Jared Moskowitz bought $8000 of Roper Technologies Inc (ROP:US) on 2023-04-14. He filed the trade after 28 days.,2023-05-15T13:05:05Z,2023-05-12,2023-04-14,,male,Jared,Moskowitz,democrat,not-disclosed,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022887.pdf,Subholding Of: Morgan Stanley Active Assets (1)
The Sherwin-Williams Co,SHW:US,sell,1K–15K,28.0,Jared Moskowitz sold $8000 of The Sherwin-Williams Co (SHW:US) on 2023-04-14. He filed the trade after 28 days.,2023-05-15T13:05:05Z,2023-05-12,2023-04-14,,male,Jared,Moskowitz,democrat,not-disclosed,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022887.pdf,Subholding Of: Morgan Stanley Active Assets (1)
UNITY SOFTWARE INC,U:US,receive,1K–15K,188.0,Deborah Ross received $8000 of UNITY SOFTWARE INC (U:US) on 2022-11-07. She filed the trade after 188 days.,2023-05-15T13:05:05Z,2023-05-14,2022-11-07,,female,Deborah,Ross,democrat,spouse,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022808.pdf,Subholding Of: Fidelity Roth IRA Description: This was an exchange of Ironsource stock for Unity stock due to a merger.
ironSource Ltd,IS:US,exchange,1K–15K,188.0,Deborah Ross exchanged $8000 of ironSource Ltd (IS:US) on 2022-11-07. She filed the trade after 188 days.,2023-05-15T13:05:05Z,2023-05-14,2022-11-07,,female,Deborah,Ross,democrat,spouse,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022808.pdf,Subholding Of: Fidelity Roth IRA Description: This was an exchange of Ironsource stock for Unity stock due to a merger.
Invesco Optimum Yield Diversified Commodity Strategy No K-1 ETF,PDBC:US,sell,1K–15K,13.0,Chuck Fleischmann sold $8000 of Invesco Optimum Yield Diversified Commodity Strategy No K-1 ETF (PDBC:US) on 2023-04-26. He filed the trade after 13 days.,2023-05-15T13:05:01Z,2023-05-09,2023-04-26,,male,Charles,Fleischmann,republican,joint,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219527.pdf,
INVESCO RUSSELL MDCAP EQ ETF,XMHQ:US,buy,1K–15K,13.0,Chuck Fleischmann bought $8000 of INVESCO RUSSELL MDCAP EQ ETF (XMHQ:US) on 2023-04-26. He filed the trade after 13 days.,2023-05-15T13:05:01Z,2023-05-09,2023-04-26,,male,Charles,Fleischmann,republican,joint,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219527.pdf,
ISHARES BB RAT CORP BOND ETF,HYBB:US,sell,1K–15K,13.0,Chuck Fleischmann sold $8000 of ISHARES BB RAT CORP BOND ETF (HYBB:US) on 2023-04-26. He filed the trade after 13 days.,2023-05-15T13:05:01Z,2023-05-09,2023-04-26,,male,Charles,Fleischmann,republican,joint,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219527.pdf,
PACER US SM CP CS CW 100 ETF,CALF:US,sell,1K–15K,13.0,Chuck Fleischmann sold $8000 of PACER US SM CP CS CW 100 ETF (CALF:US) on 2023-04-26. He filed the trade after 13 days.,2023-05-15T13:05:01Z,2023-05-09,2023-04-26,,male,Charles,Fleischmann,republican,joint,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219527.pdf,
SPDR S\u0026P 600 Small Cap Growth ETF,SLYG:US,sell,1K–15K,13.0,Chuck Fleischmann sold $8000 of SPDR S&P 600 Small Cap Growth ETF (SLYG:US) on 2023-04-26. He filed the trade after 13 days.,2023-05-15T13:05:01Z,2023-05-09,2023-04-26,,male,Charles,Fleischmann,republican,joint,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219527.pdf,
SPDR S\u0026P 400 Mid Cap Growth ETF,MDYG:US,buy,1K–15K,13.0,Chuck Fleischmann bought $8000 of SPDR S&P 400 Mid Cap Growth ETF (MDYG:US) on 2023-04-26. He filed the trade after 13 days.,2023-05-15T13:05:01Z,2023-05-09,2023-04-26,,male,Charles,Fleischmann,republican,joint,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219527.pdf,
SPDR S\u0026P 400 Mid Cap Value ETF,MDYV:US,sell,1K–15K,13.0,Chuck Fleischmann sold $8000 of SPDR S&P 400 Mid Cap Value ETF (MDYV:US) on 2023-04-26. He filed the trade after 13 days.,2023-05-15T13:05:01Z,2023-05-09,2023-04-26,,male,Charles,Fleischmann,republican,joint,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219527.pdf,
Garmin Ltd,GRMN:US,buy,1K–15K,29.0,Chuck Fleischmann bought $8000 of Garmin Ltd (GRMN:US) on 2023-04-10. He filed the trade after 29 days.,2023-05-15T13:05:01Z,2023-05-09,2023-04-10,,male,Charles,Fleischmann,republican,not-disclosed,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219527.pdf,
DraftKings Inc,DKNG:US,sell,1K–15K,29.0,Chuck Fleischmann sold $8000 of DraftKings Inc (DKNG:US) on 2023-04-10. He filed the trade after 29 days.,2023-05-15T13:05:01Z,2023-05-09,2023-04-10,,male,Charles,Fleischmann,republican,not-disclosed,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219527.pdf,
Pinnacle Financial Partners Inc,PNFP:US,buy,1K–15K,29.0,Chuck Fleischmann bought $8000 of Pinnacle Financial Partners Inc (PNFP:US) on 2023-04-10. He filed the trade after 29 days.,2023-05-15T13:05:01Z,2023-05-09,2023-04-10,,male,Charles,Fleischmann,republican,not-disclosed,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219527.pdf,
3M Co,MMM:US,buy,1K–15K,29.0,Chuck Fleischmann bought $8000 of 3M Co (MMM:US) on 2023-04-10. He filed the trade after 29 days.,2023-05-15T13:05:01Z,2023-05-09,2023-04-10,,male,Charles,Fleischmann,republican,not-disclosed,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219527.pdf,
Arista Networks Inc,ANET:US,buy,100K–250K,37.0,Michael McCaul bought $175000 of Arista Networks Inc (ANET:US) on 2023-04-05. He filed the trade after 37 days.,2023-05-15T13:05:04Z,2023-05-12,2023-04-05,,male,Michael,McCaul,republican,spouse,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219522.pdf,
BULLOCH COUNTY GEORGIA,,buy,50K–100K,25.0,Michael McCaul bought $75000 of BULLOCH COUNTY GEORGIA on 2023-04-17. He filed the trade after 25 days.,2023-05-15T13:05:04Z,2023-05-12,2023-04-17,,male,Michael,McCaul,republican,spouse,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219522.pdf,
Schwab (Charles) Corp,SCHW:US,buy,50K–100K,21.0,Michael McCaul bought $75000 of Schwab (Charles) Corp (SCHW:US) on 2023-04-21. He filed the trade after 21 days.,2023-05-15T13:05:04Z,2023-05-12,2023-04-21,,male,Michael,McCaul,republican,spouse,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219522.pdf,
Schwab (Charles) Corp,SCHW:US,buy,15K–50K,21.0,Michael McCaul bought $32500 of Schwab (Charles) Corp (SCHW:US) on 2023-04-21. He filed the trade after 21 days.,2023-05-15T13:05:04Z,2023-05-12,2023-04-21,,male,Michael,McCaul,republican,spouse,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219522.pdf,
SolarEdge Technologies Inc,SEDG:US,buy,15K–50K,37.0,Michael McCaul bought $32500 of SolarEdge Technologies Inc (SEDG:US) on 2023-04-05. He filed the trade after 37 days.,2023-05-15T13:05:04Z,2023-05-12,2023-04-05,,male,Michael,McCaul,republican,spouse,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219522.pdf,
AUTODESK Inc,ADSK:US,buy,15K–50K,39.0,Michael McCaul bought $32500 of AUTODESK Inc (ADSK:US) on 2023-04-03. He filed the trade after 39 days.,2023-05-15T13:05:04Z,2023-05-12,2023-04-03,,male,Michael,McCaul,republican,spouse,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219522.pdf,
AUTODESK Inc,ADSK:US,buy,15K–50K,37.0,Michael McCaul bought $32500 of AUTODESK Inc (ADSK:US) on 2023-04-05. He filed the trade after 37 days.,2023-05-15T13:05:04Z,2023-05-12,2023-04-05,,male,Michael,McCaul,republican,spouse,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219522.pdf,
Accenture PLC,ACN:US,buy,15K–50K,37.0,Michael McCaul bought $32500 of Accenture PLC (ACN:US) on 2023-04-05. He filed the trade after 37 days.,2023-05-15T13:05:04Z,2023-05-12,2023-04-05,,male,Michael,McCaul,republican,spouse,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219522.pdf,
Monster Beverage Corp,MNST:US,sell,15K–50K,37.0,Michael McCaul sold $32500 of Monster Beverage Corp (MNST:US) on 2023-04-05. He filed the trade after 37 days.,2023-05-15T13:05:04Z,2023-05-12,2023-04-05,,male,Michael,McCaul,republican,spouse,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219522.pdf,
Boston Scientific Corp,BSX:US,sell,15K–50K,21.0,Michael McCaul sold $32500 of Boston Scientific Corp (BSX:US) on 2023-04-21. He filed the trade after 21 days.,2023-05-15T13:05:04Z,2023-05-12,2023-04-21,,male,Michael,McCaul,republican,spouse,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219522.pdf,
Boston Scientific Corp,BSX:US,sell,15K–50K,37.0,Michael McCaul sold $32500 of Boston Scientific Corp (BSX:US) on 2023-04-05. He filed the trade after 37 days.,2023-05-15T13:05:04Z,2023-05-12,2023-04-05,,male,Michael,McCaul,republican,spouse,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219522.pdf,
Schwab (Charles) Corp,SCHW:US,sell,50K–100K,37.0,Michael McCaul sold $75000 of Schwab (Charles) Corp (SCHW:US) on 2023-04-05. He filed the trade after 37 days.,2023-05-15T13:05:04Z,2023-05-12,2023-04-05,,male,Michael,McCaul,republican,spouse,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219522.pdf,
Aon PLC,AON:US,sell,50K–100K,37.0,Michael McCaul sold $75000 of Aon PLC (AON:US) on 2023-04-05. He filed the trade after 37 days.,2023-05-15T13:05:04Z,2023-05-12,2023-04-05,,male,Michael,McCaul,republican,spouse,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219522.pdf,
Tyson Foods Inc,TSN:US,buy,100K–250K,22.0,Michael McCaul bought $175000 of Tyson Foods Inc (TSN:US) on 2023-04-20. He filed the trade after 22 days.,2023-05-15T13:05:04Z,2023-05-12,2023-04-20,,male,Michael,McCaul,republican,spouse,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219522.pdf,
American International Group Inc,AIG:US,sell,100K–250K,28.0,Michael McCaul sold $175000 of American International Group Inc (AIG:US) on 2023-04-14. He filed the trade after 28 days.,2023-05-15T13:05:04Z,2023-05-12,2023-04-14,,male,Michael,McCaul,republican,spouse,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219522.pdf,
Intel Corp,INTC:US,sell,100K–250K,22.0,Michael McCaul sold $175000 of Intel Corp (INTC:US) on 2023-04-20. He filed the trade after 22 days.,2023-05-15T13:05:04Z,2023-05-12,2023-04-20,,male,Michael,McCaul,republican,spouse,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219522.pdf,
Arista Networks Inc,ANET:US,buy,50K–100K,37.0,Michael McCaul bought $75000 of Arista Networks Inc (ANET:US) on 2023-04-05. He filed the trade after 37 days.,2023-05-15T13:05:04Z,2023-05-12,2023-04-05,,male,Michael,McCaul,republican,child,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219522.pdf,
BULLOCH COUNTY GEORGIA,,buy,50K–100K,25.0,Michael McCaul bought $75000 of BULLOCH COUNTY GEORGIA on 2023-04-17. He filed the trade after 25 days.,2023-05-15T13:05:04Z,2023-05-12,2023-04-17,,male,Michael,McCaul,republican,child,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219522.pdf,
SolarEdge Technologies Inc,SEDG:US,buy,15K–50K,37.0,Michael McCaul bought $32500 of SolarEdge Technologies Inc (SEDG:US) on 2023-04-05. He filed the trade after 37 days.,2023-05-15T13:05:04Z,2023-05-12,2023-04-05,,male,Michael,McCaul,republican,child,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219522.pdf,
AUTODESK Inc,ADSK:US,buy,15K–50K,39.0,Michael McCaul bought $32500 of AUTODESK Inc (ADSK:US) on 2023-04-03. He filed the trade after 39 days.,2023-05-15T13:05:04Z,2023-05-12,2023-04-03,,male,Michael,McCaul,republican,child,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219522.pdf,
AUTODESK Inc,ADSK:US,buy,15K–50K,37.0,Michael McCaul bought $32500 of AUTODESK Inc (ADSK:US) on 2023-04-05. He filed the trade after 37 days.,2023-05-15T13:05:04Z,2023-05-12,2023-04-05,,male,Michael,McCaul,republican,child,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219522.pdf,
Accenture PLC,ACN:US,buy,15K–50K,37.0,Michael McCaul bought $32500 of Accenture PLC (ACN:US) on 2023-04-05. He filed the trade after 37 days.,2023-05-15T13:05:04Z,2023-05-12,2023-04-05,,male,Michael,McCaul,republican,child,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219522.pdf,
Monster Beverage Corp,MNST:US,sell,15K–50K,37.0,Michael McCaul sold $32500 of Monster Beverage Corp (MNST:US) on 2023-04-05. He filed the trade after 37 days.,2023-05-15T13:05:04Z,2023-05-12,2023-04-05,,male,Michael,McCaul,republican,child,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219522.pdf,
Boston Scientific Corp,BSX:US,sell,15K–50K,21.0,Michael McCaul sold $32500 of Boston Scientific Corp (BSX:US) on 2023-04-21. He filed the trade after 21 days.,2023-05-15T13:05:04Z,2023-05-12,2023-04-21,,male,Michael,McCaul,republican,child,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219522.pdf,
Boston Scientific Corp,BSX:US,sell,15K–50K,37.0,Michael McCaul sold $32500 of Boston Scientific Corp (BSX:US) on 2023-04-05. He filed the trade after 37 days.,2023-05-15T13:05:04Z,2023-05-12,2023-04-05,,male,Michael,McCaul,republican,child,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219522.pdf,
Aon PLC,AON:US,sell,50K–100K,37.0,Michael McCaul sold $75000 of Aon PLC (AON:US) on 2023-04-05. He filed the trade after 37 days.,2023-05-15T13:05:04Z,2023-05-12,2023-04-05,,male,Michael,McCaul,republican,child,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219522.pdf,
American International Group Inc,AIG:US,sell,15K–50K,28.0,Michael McCaul sold $32500 of American International Group Inc (AIG:US) on 2023-04-14. He filed the trade after 28 days.,2023-05-15T13:05:04Z,2023-05-12,2023-04-14,,male,Michael,McCaul,republican,child,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219522.pdf,
Intel Corp,INTC:US,sell,15K–50K,22.0,Michael McCaul sold $32500 of Intel Corp (INTC:US) on 2023-04-20. He filed the trade after 22 days.,2023-05-15T13:05:04Z,2023-05-12,2023-04-20,,male,Michael,McCaul,republican,child,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219522.pdf,
The Walt Disney Co,DIS:US,buy,1K–15K,167.0,Debbie Dingell bought $8000 of The Walt Disney Co (DIS:US) on 2022-11-29. She filed the trade after 167 days.,2023-05-16T13:05:01Z,2023-05-15,2022-11-29,,female,Deborah,Dingell,democrat,not-disclosed,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022957.pdf,Subholding Of: Morgan Stanley Smith Barney LLC IRA
US TREASURY BILLS,,buy,100K–250K,6.0,Rudy Yakym bought $175000 of US TREASURY BILLS on 2023-05-09. He filed the trade after 6 days.,2023-05-16T13:05:03Z,2023-05-15,2023-05-09,,male,Rudolph,Yakym,republican,not-disclosed,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022969.pdf,Subholding Of: Treasury Direct
Advanced Micro Devices Inc,AMD:US,buy,1K–15K,21.0,Josh Gottheimer bought $8000 of Advanced Micro Devices Inc (AMD:US) on 2023-04-28. He filed the trade after 21 days.,2023-05-19T13:05:03Z,2023-05-19,2023-04-28,,male,Joshua,Gottheimer,democrat,joint,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022877.pdf,Subholding Of: Morgan Stanley - Select UMA Account # 1
Amgen Inc,AMGN:US,buy,1K–15K,37.0,Josh Gottheimer bought $8000 of Amgen Inc (AMGN:US) on 2023-04-12. He filed the trade after 37 days.,2023-05-19T13:05:03Z,2023-05-19,2023-04-12,,male,Joshua,Gottheimer,democrat,joint,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022877.pdf,Subholding Of: Morgan Stanley - Select UMA Account # 1
